station,stationid,latitude,longitude
한아름마트,212000439,37.5184333,126.8176833
한아름마트,212000441,37.51855,126.8181833
한양슈퍼,211000068,37.4812833,126.8144167
한양슈퍼,211000075,37.4816667,126.8143167
한양아파트,210000119,37.4995667,126.7749
한양아파트,210000126,37.4994,126.7752333
한울빛도서관.복사초등학교,211000011,37.4668833,126.7980667
행복한마을.푸른마을,210000212,37.5016667,126.7524833
행복한마을.푸른마을.상일중학교,210000191,37.5017,126.7521167
현대맨션,211000224,37.4842333,126.8189
현대아파트,210000426,37.4844333,126.8020333
현대자동차학원,210000268,37.5087833,126.7803833
현대자동차학원,210000274,37.5090667,126.7801667
현대정형외과,211000251,37.483,126.8091167
호반베르디움.자이,211000140,37.4622333,126.8120833
홈플러스(경유),277102372,37.5033667,126.7540333
홈플러스상동점,210000251,37.50325,126.7548667
화정빌라.대한노인회,212000149,37.5221333,126.8009333
휴먼시아1단지,211000260,37.4773667,126.8125
휴먼시아1단지,211000261,37.4773167,126.8127833
휴먼시아1단지후문,212000394,37.5309167,126.7808
휴먼시아1단지후문,212000395,37.5307167,126.7805
휴먼시아3단지,212000378,37.5336167,126.7883
휴먼시아3단지,212000384,37.5337333,126.7882833
