birth_year,gender,used_time,transportation_type,transportation_num,station_name,getonoff_code,transfer_result,amt
1994,M,2022-05-25 08:26:00,BUS,80,은하쌍용아파트,A,N,0
1994,M,2022-05-25 08:28:00,SUB,미확인노선,부천시청,R,Y,0
1998,M,2022-05-25 10:22:00,SUB,미확인노선,부천시청,R,N,1250
1998,M,2022-05-25 17:52:00,SUB,미확인노선,부천시청,A,N,0
1994,M,2022-05-25 18:58:00,SUB,미확인노선,부천시청,A,N,100
1975,M,2022-05-25 20:04:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-05-25 20:07:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1975,M,2022-05-25 20:15:00,BUS,83,라일락마을경남아파트,A,Y,0
1967,M,2022-05-25 21:53:00,SUB,1호선,중동,A,N,200
2004,M,2022-05-25 22:32:00,SUB,미확인노선,상동,R,N,720
2004,M,2022-05-25 22:49:00,SUB,미확인노선,부천시청,A,N,0
1967,M,2022-05-26 07:21:00,SUB,1호선,중동,R,N,1250
1975,M,2022-05-26 07:55:00,BUS,83,라일락마을경남아파트,R,N,1450
1975,M,2022-05-26 08:03:00,BUS,83,상동역6번출구.세이브존,A,N,0
1975,M,2022-05-26 08:05:00,SUB,미확인노선,상동,R,Y,0
1994,M,2022-05-26 08:39:00,BUS,80,덕유마을.설악마을,R,N,1250
1994,M,2022-05-26 08:47:00,SUB,미확인노선,부천시청,R,N,1250
1990,F,2022-05-26 12:44:00,SUB,1호선,부천,R,N,1250
1990,F,2022-05-26 16:12:00,SUB,1호선,부천,A,Y,300
1994,M,2022-05-26 18:46:00,SUB,미확인노선,부천시청,A,N,100
1975,M,2022-05-26 20:22:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-05-26 20:48:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1975,M,2022-05-26 20:54:00,BUS,83,라일락마을경남아파트,A,Y,0
1967,M,2022-05-26 21:56:00,SUB,1호선,중동,A,N,200
1967,M,2022-05-27 07:21:00,SUB,1호선,중동,R,N,1250
1975,M,2022-05-27 08:09:00,SUB,미확인노선,상동,R,N,1250
1994,M,2022-05-27 08:35:00,SUB,미확인노선,부천시청,R,N,1250
1975,M,2022-05-27 18:18:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-05-27 18:23:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1975,M,2022-05-27 18:29:00,BUS,83,라일락마을경남아파트,A,Y,0
1967,M,2022-05-27 21:50:00,SUB,1호선,중동,A,N,200
1994,M,2022-05-27 21:56:00,SUB,미확인노선,부천시청,A,N,100
1967,M,2022-05-28 07:25:00,SUB,1호선,중동,R,N,1250
1991,F,2022-05-28 13:24:00,SUB,미확인노선,춘의,A,N,100
1990,M,2022-05-28 15:16:00,BUS,12-1,은하마을.덕유마을,R,N,1450
1990,M,2022-05-28 15:36:00,BUS,12-1,송내역C,A,N,0
1990,M,2022-05-28 15:47:00,SUB,1호선,송내,R,Y,0
1967,M,2022-05-28 21:45:00,SUB,1호선,중동,A,N,200
2004,M,2022-05-29 13:26:00,SUB,미확인노선,부천시청,R,N,720
1994,M,2022-05-29 15:34:00,SUB,미확인노선,부천시청,R,N,1250
2004,M,2022-05-29 17:38:00,BUS,518,신동아아파트,A,Y,0
1967,M,2022-05-29 19:28:00,BUS,19,팰리스카운티정문,R,N,1450
1967,M,2022-05-29 19:34:00,BUS,19,부천시청역2번출구.현대백화점.이마트,A,N,0
1994,M,2022-05-29 20:59:00,SUB,미확인노선,부천시청,A,N,0
2004,M,2022-05-29 21:28:00,SUB,미확인노선,신중동,A,Y,80
1967,M,2022-05-29 22:11:00,BUS,8,포도마을사거리.현대백화점.이마트,R,N,1450
1967,M,2022-05-29 22:28:00,BUS,8,중동역.부천여고,A,N,0
1967,M,2022-05-30 07:21:00,SUB,1호선,중동,R,N,1250
1967,M,2022-05-30 08:05:00,BUS,70,하얀마을.백송마을.상원고,R,N,1450
1994,M,2022-05-30 08:37:00,SUB,미확인노선,부천시청,R,N,1250
1975,M,2022-05-30 08:47:00,BUS,83,라일락마을경남아파트,R,N,1450
1975,M,2022-05-30 08:52:00,BUS,83,상동역6번출구.세이브존,A,N,0
1975,M,2022-05-30 08:54:00,SUB,미확인노선,상동,R,Y,0
1967,M,2022-05-30 17:53:00,BUS,59,오정동행정복지센터.오정어울마당,R,N,1850
1994,M,2022-05-30 21:26:00,SUB,미확인노선,부천시청,A,N,100
1967,M,2022-05-30 21:56:00,SUB,1호선,중동,A,N,200
1975,M,2022-05-30 23:44:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-05-30 23:49:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1967,M,2022-05-31 07:22:00,SUB,1호선,중동,R,N,1250
1968,F,2022-05-31 08:16:00,BUS,83,목련마을,R,N,1450
1968,F,2022-05-31 08:21:00,BUS,83,송내역C,A,N,0
1994,M,2022-05-31 08:33:00,BUS,80,덕유마을.설악마을,R,N,1250
1994,M,2022-05-31 08:35:00,BUS,80,은하쌍용아파트,A,N,0
1994,M,2022-05-31 08:38:00,SUB,미확인노선,부천시청,R,Y,0
1975,M,2022-05-31 08:55:00,BUS,83,라일락마을하이타운로즈빌,R,N,2700
1975,M,2022-05-31 09:00:00,BUS,83,상동역6번출구.세이브존,A,N,0
1975,M,2022-05-31 09:03:00,SUB,미확인노선,상동,R,Y,0
1997,F,2022-05-31 19:35:00,SUB,1호선,송내,A,N,100
1967,M,2022-05-31 21:49:00,SUB,1호선,중동,A,N,200
1975,M,2022-05-31 23:07:00,SUB,1호선,송내,A,N,300
1975,M,2022-05-31 23:19:00,BUS,83,송내역C,R,Y,200
1975,M,2022-05-31 23:35:00,BUS,83,라일락마을경남아파트,A,Y,100
1994,M,2022-06-01 00:30:00,BUS,59-1,손가면옥,A,Y,200
1967,M,2022-06-01 07:26:00,SUB,1호선,중동,R,N,1250
1968,F,2022-06-01 08:21:00,BUS,83,목련마을,R,N,1450
1968,F,2022-06-01 08:26:00,BUS,83,송내역C,A,N,0
1968,F,2022-06-01 08:27:00,SUB,1호선,송내,R,Y,0
1997,F,2022-06-01 08:27:00,SUB,1호선,송내,R,N,1250
1975,M,2022-06-01 14:05:00,BUS,83,라일락마을경남아파트,R,N,1450
1975,M,2022-06-01 14:12:00,BUS,83,상동역3번출구.홈플러스상동점,A,N,0
1990,M,2022-06-01 15:16:00,SUB,미확인노선,부천시청,R,N,1250
1990,M,2022-06-01 21:28:00,SUB,미확인노선,부천시청,A,Y,0
1967,M,2022-06-01 21:54:00,SUB,1호선,중동,A,N,200
2004,M,2022-06-01 22:41:00,BUS,70,상동역1번출구.부천터미널소풍.홈플러스,R,N,2020
2004,M,2022-06-01 22:48:00,BUS,70,부천시청역3번출구.경기예고.현대백화점,A,N,0
1967,M,2022-06-02 07:21:00,SUB,1호선,중동,R,N,1250
1994,M,2022-06-02 08:40:00,SUB,미확인노선,부천시청,R,N,1250
1975,M,2022-06-02 11:16:00,BUS,83,라일락마을경남아파트,R,N,3630
1975,M,2022-06-02 11:20:00,BUS,83,진달래마을써미트빌,A,N,0
1975,M,2022-06-02 11:25:00,SUB,미확인노선,상동,R,N,1250
1994,M,2022-06-02 20:40:00,SUB,미확인노선,부천시청,A,N,100
1967,M,2022-06-02 21:47:00,SUB,1호선,중동,A,N,200
1967,M,2022-06-03 07:22:00,SUB,1호선,중동,R,N,1250
1994,M,2022-06-03 08:33:00,SUB,미확인노선,부천시청,R,N,1250
1990,M,2022-06-03 16:28:00,SUB,미확인노선,부천시청,R,N,1250
1994,M,2022-06-03 20:18:00,SUB,미확인노선,부천시청,A,N,100
1967,M,2022-06-03 21:46:00,SUB,1호선,중동,A,N,200
1967,M,2022-06-04 07:26:00,SUB,1호선,중동,R,N,1250
1991,F,2022-06-04 16:19:00,SUB,미확인노선,춘의,R,N,1250
1967,M,2022-06-04 21:45:00,SUB,1호선,중동,A,N,200
2004,M,2022-06-05 16:37:00,SUB,미확인노선,부천시청,R,N,720
1975,M,2022-06-05 16:54:00,SUB,미확인노선,상동,A,N,300
1975,M,2022-06-05 17:03:00,BUS,83,상동역7번출구.세이브존,R,Y,200
1975,M,2022-06-05 17:07:00,BUS,83,라일락마을경남아파트,A,Y,0
1991,F,2022-06-06 09:38:00,BUS,70-2,춘의역6번출구,R,N,1450
1991,F,2022-06-06 09:43:00,BUS,70-2,부천북초등학교.원미동우체국,A,N,0
1991,F,2022-06-06 11:05:00,BUS,661,대성병원,R,N,1200
1991,F,2022-06-06 11:10:00,BUS,661,춘의역,A,N,0
1990,M,2022-06-06 13:54:00,BUS,G8808,송내역남부(광역버스),A,N,0
1967,M,2022-06-07 07:21:00,SUB,1호선,중동,R,N,1250
1991,M,2022-06-07 07:41:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-07 08:05:00,BUS,5-4,진달래마을써미트빌,A,N,0
1975,M,2022-06-07 08:07:00,SUB,미확인노선,상동,R,Y,0
1991,F,2022-06-07 10:14:00,SUB,미확인노선,춘의,R,N,1250
1989,F,2022-06-07 12:24:00,BUS,88,심곡고가사거리,R,N,1450
1990,M,2022-06-07 14:36:00,BUS,87,부천시청역4번출구.현대백화점.경기예고,R,N,1250
1990,M,2022-06-07 16:12:00,BUS,87,상동역1번출구.부천터미널소풍.홈플러스,A,N,0
1975,M,2022-06-07 19:54:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-06-07 19:57:00,BUS,83,상동역7번출구.세이브존,R,Y,200
1975,M,2022-06-07 20:01:00,BUS,83,라일락마을하이타운로즈빌,A,Y,0
1967,M,2022-06-07 21:52:00,SUB,1호선,중동,A,N,200
1967,M,2022-06-08 07:21:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-08 08:01:00,BUS,83,라일락마을경남아파트,R,N,1450
1975,M,2022-06-08 08:05:00,BUS,83,진달래마을써미트빌,A,N,0
1975,M,2022-06-08 08:07:00,SUB,미확인노선,상동,R,Y,0
1994,M,2022-06-08 08:27:00,BUS,80,덕유마을.설악마을,R,N,1250
1994,M,2022-06-08 08:29:00,BUS,80,은하쌍용아파트,A,N,0
1994,M,2022-06-08 08:32:00,SUB,미확인노선,부천시청,R,Y,0
1994,M,2022-06-08 19:36:00,SUB,서해선,소사,A,N,0
1975,M,2022-06-08 19:42:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-06-08 19:51:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1975,M,2022-06-08 19:57:00,BUS,83,라일락마을경남아파트,A,Y,0
1967,M,2022-06-08 21:55:00,SUB,1호선,중동,A,N,200
1994,M,2022-06-08 21:58:00,BUS,12-1,소사종합시장,R,N,1450
1994,M,2022-06-08 22:35:00,BUS,12-1,부천시청역2번출구.현대백화점.이마트,A,N,0
1991,F,2022-06-09 07:01:00,BUS,50,도당중학교,R,N,1450
1991,F,2022-06-09 07:04:00,BUS,50,춘의역6번출구,A,N,0
1967,M,2022-06-09 07:21:00,SUB,1호선,중동,R,N,1250
1991,M,2022-06-09 07:45:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-09 08:02:00,BUS,50-1,진달래마을써미트빌,A,N,0
1975,M,2022-06-09 08:07:00,SUB,미확인노선,상동,R,Y,0
1994,M,2022-06-09 08:31:00,BUS,19,덕유마을.설악마을,R,N,1450
1994,M,2022-06-09 08:33:00,BUS,19,은하쌍용아파트,A,N,0
1994,M,2022-06-09 08:34:00,BUS,23-2,은하쌍용아파트,R,Y,0
1994,M,2022-06-09 08:34:00,BUS,23-2,부천시청역5번출구,A,Y,0
1994,M,2022-06-09 08:36:00,SUB,미확인노선,부천시청,R,Y,0
1985,M,2022-06-09 18:48:00,SUB,미확인노선,부천시청,A,N,400
1975,M,2022-06-09 21:39:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-06-09 21:46:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1967,M,2022-06-09 21:48:00,SUB,1호선,중동,A,N,200
1975,M,2022-06-09 21:50:00,BUS,83,라일락마을경남아파트,A,Y,0
1994,M,2022-06-10 00:33:00,SUB,미확인노선,부천시청,A,N,200
1996,F,2022-06-10 06:48:00,BUS,1302,부천시청역1번출구,R,N,2650
1967,M,2022-06-10 07:21:00,SUB,1호선,중동,R,N,1250
1991,M,2022-06-10 07:52:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-10 07:55:00,BUS,83,라일락마을경남아파트,R,N,1450
1975,M,2022-06-10 08:00:00,BUS,83,상동역6번출구.세이브존,A,N,0
1975,M,2022-06-10 08:02:00,SUB,미확인노선,상동,R,Y,0
1994,M,2022-06-10 08:39:00,BUS,19,덕유마을.설악마을,R,N,1450
1994,M,2022-06-10 08:41:00,BUS,19,은하쌍용아파트,A,N,0
1994,M,2022-06-10 08:45:00,SUB,미확인노선,부천시청,R,Y,0
1996,F,2022-06-10 17:40:00,BUS,673,신중동역4번출구.롯데백화점.홈플러스중동,A,N,0
1991,M,2022-06-10 18:44:00,SUB,1호선,중동,A,N,400
1975,M,2022-06-10 18:50:00,SUB,미확인노선,상동,A,N,100
1991,M,2022-06-10 18:53:00,BUS,013-4,팰리스카운티.부천중학교,A,Y,0
1975,M,2022-06-10 19:31:00,BUS,83,상동역2번출구.홈플러스상동점,R,N,1450
1990,M,2022-06-10 19:32:00,BUS,5-3,은하마을.덕유마을,R,N,1450
1975,M,2022-06-10 19:38:00,BUS,83,라일락마을경남아파트,A,N,0
1990,M,2022-06-10 19:40:00,BUS,5-3,진달래마을써미트빌,A,N,0
1994,M,2022-06-10 20:02:00,SUB,미확인노선,부천시청,A,N,100
1967,M,2022-06-10 21:56:00,SUB,1호선,중동,A,N,200
1967,M,2022-06-11 07:27:00,SUB,1호선,중동,R,N,1250
1989,F,2022-06-11 10:30:00,BUS,88,심곡동양파라곤,R,N,1450
1989,F,2022-06-11 10:43:00,BUS,88,현대정형외과,A,N,0
1977,M,2022-06-11 11:47:00,BUS,021,범박휴먼시아1단지정문,R,N,1300
1977,M,2022-06-11 11:52:00,BUS,021,역곡역.역곡남부시장,A,N,0
1977,M,2022-06-11 12:07:00,BUS,5,역곡역북부,R,Y,150
1975,M,2022-06-11 12:55:00,SUB,미확인노선,상동,R,N,1250
1990,F,2022-06-11 15:40:00,BUS,5,상우아파트.청소년문화의집,R,N,1450
1990,F,2022-06-11 15:52:00,BUS,5,까치울역4번출구.까치울전원마을3.4단지,A,N,0
1990,F,2022-06-11 15:55:00,SUB,미확인노선,까치울,R,Y,0
1990,M,2022-06-11 17:52:00,BUS,37,송내역남부,R,N,1250
1990,M,2022-06-11 18:04:00,BUS,37,KT중동지사,A,N,0
1990,F,2022-06-11 19:24:00,SUB,1호선,부천,A,N,100
1977,M,2022-06-11 21:24:00,BUS,10,역곡역.역곡남부시장,R,N,2750
1967,M,2022-06-11 21:54:00,SUB,1호선,중동,A,N,200
1990,F,2022-06-11 22:11:00,BUS,5,부천역북부,R,N,1450
1990,F,2022-06-11 22:48:00,BUS,5,상우아파트.청소년문화의집,A,N,0
1980,F,2022-06-12 07:40:00,BUS,6-2,그린타운상가.무지개마을,R,N,1450
1980,F,2022-06-12 07:44:00,BUS,6-2,중동역,A,N,0
1990,F,2022-06-12 10:08:00,BUS,23,상우아파트.청소년문화의집,R,N,1450
1990,F,2022-06-12 10:36:00,BUS,23,신중동역4번출구.롯데백화점,A,N,0
1975,M,2022-06-12 12:07:00,SUB,미확인노선,상동,A,N,300
1990,F,2022-06-12 12:20:00,BUS,66,신중동역3번출구.롯데백화점,R,N,1450
1990,F,2022-06-12 12:35:00,BUS,66,부천상상거리,A,N,0
1990,F,2022-06-12 13:16:00,SUB,1호선,부천,R,N,1250
1990,F,2022-06-12 22:49:00,BUS,59,동원아파트,A,Y,0
1967,M,2022-06-13 07:21:00,SUB,1호선,중동,R,N,1250
1991,M,2022-06-13 07:51:00,SUB,1호선,중동,R,N,1250
1990,F,2022-06-13 08:10:00,BUS,5,상우아파트.청소년문화의집,R,N,1450
1994,M,2022-06-13 08:27:00,BUS,19,덕유마을.설악마을,R,N,1450
1994,M,2022-06-13 08:30:00,BUS,19,은하쌍용아파트,A,N,0
1994,M,2022-06-13 08:32:00,SUB,미확인노선,부천시청,R,Y,0
1975,M,2022-06-13 08:33:00,BUS,83,라일락마을경남아파트,R,N,1450
1990,F,2022-06-13 08:39:00,BUS,5,역곡자치회관입구,A,N,0
1975,M,2022-06-13 08:40:00,BUS,83,상동역6번출구.세이브존,A,N,0
1975,M,2022-06-13 08:41:00,SUB,미확인노선,상동,R,Y,0
1990,F,2022-06-13 14:28:00,BUS,20,부천역남부광장,A,N,0
1990,F,2022-06-13 15:56:00,BUS,88,부천역남부광장,R,N,1450
1990,F,2022-06-13 16:02:00,BUS,88,괴안동입구.성심고가,A,N,0
1991,M,2022-06-13 18:08:00,SUB,1호선,부천,A,N,400
1990,F,2022-06-13 18:17:00,BUS,5,가톨릭대학교입구.보람쉬움아파트,R,N,1450
1991,M,2022-06-13 18:31:00,BUS,66,부천역.국민은행,R,Y,200
1991,M,2022-06-13 18:42:00,BUS,66,위브더스테이트5단지,A,Y,0
1990,F,2022-06-13 18:50:00,BUS,5,상우아파트.청소년문화의집,A,N,0
1975,M,2022-06-13 19:36:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-06-13 20:03:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1975,M,2022-06-13 20:11:00,BUS,83,라일락마을경남아파트,A,Y,0
1994,M,2022-06-13 20:31:00,SUB,미확인노선,부천시청,A,N,100
1967,M,2022-06-13 21:54:00,SUB,1호선,중동,A,N,200
1967,M,2022-06-14 07:21:00,SUB,1호선,중동,R,N,1250
1991,M,2022-06-14 07:54:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-14 08:07:00,BUS,50-1,진달래마을써미트빌,A,N,0
1990,F,2022-06-14 08:09:00,BUS,5,상우아파트.청소년문화의집,R,N,1450
1975,M,2022-06-14 08:13:00,SUB,미확인노선,상동,R,Y,0
1994,M,2022-06-14 08:31:00,BUS,80,덕유마을.설악마을,R,N,1250
1994,M,2022-06-14 08:32:00,BUS,80,은하쌍용아파트,A,N,0
1990,F,2022-06-14 08:35:00,BUS,5,역곡자치회관입구,A,N,0
1994,M,2022-06-14 08:36:00,SUB,미확인노선,부천시청,R,Y,0
1990,F,2022-06-14 18:10:00,BUS,5,역곡역북부,R,N,1450
1990,F,2022-06-14 18:18:00,BUS,5,소명사거리,A,N,0
1975,M,2022-06-14 19:16:00,SUB,미확인노선,부천시청,A,N,100
1975,M,2022-06-14 19:25:00,SUB,미확인노선,부천시청,R,N,1250
1975,M,2022-06-14 19:29:00,SUB,미확인노선,상동,A,N,0
1975,M,2022-06-14 19:54:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1994,M,2022-06-14 19:54:00,SUB,미확인노선,부천시청,A,N,100
1975,M,2022-06-14 20:00:00,BUS,83,라일락마을경남아파트,A,Y,0
1967,M,2022-06-14 21:47:00,SUB,1호선,중동,A,N,200
1991,M,2022-06-14 22:11:00,SUB,1호선,중동,A,N,400
1990,F,2022-06-14 22:40:00,BUS,5,소명사거리,R,N,1450
1990,F,2022-06-14 23:04:00,BUS,5,상우아파트.청소년문화의집,A,N,0
1967,M,2022-06-15 07:20:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-15 07:55:00,BUS,83,라일락마을하이타운로즈빌,R,N,1450
1991,M,2022-06-15 08:03:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-15 08:03:00,BUS,83,상동역6번출구.세이브존,A,N,0
1975,M,2022-06-15 08:05:00,SUB,미확인노선,상동,R,Y,0
1990,F,2022-06-15 08:10:00,BUS,5,상우아파트.청소년문화의집,R,N,1450
1990,F,2022-06-15 08:37:00,BUS,5,역곡자치회관입구,A,N,0
1994,M,2022-06-15 08:40:00,SUB,미확인노선,부천시청,R,N,1250
1977,M,2022-06-15 18:56:00,SUB,1호선,중동,A,N,100
1991,M,2022-06-15 19:22:00,SUB,1호선,중동,A,N,400
1975,M,2022-06-15 19:30:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-06-15 19:39:00,BUS,83,상동역2번출구.홈플러스상동점,R,Y,200
1975,M,2022-06-15 19:42:00,BUS,83,라일락마을경남아파트,A,Y,0
1990,F,2022-06-15 21:08:00,BUS,5,가톨릭대학교입구.보람쉬움아파트,R,N,1450
1990,F,2022-06-15 21:33:00,BUS,5,상우아파트.청소년문화의집,A,N,0
1967,M,2022-06-15 21:49:00,SUB,1호선,중동,A,N,200
1994,M,2022-06-15 21:59:00,SUB,미확인노선,부천시청,A,N,100
1977,M,2022-06-16 06:08:00,BUS,5-4,그린타운상가.무지개마을,R,N,1250
1977,M,2022-06-16 06:16:00,BUS,5-4,부천역북부,A,N,0
1977,M,2022-06-16 06:20:00,SUB,1호선,부천,R,Y,0
1967,M,2022-06-16 07:22:00,SUB,1호선,중동,R,N,1250
1990,F,2022-06-16 07:44:00,BUS,5,상우아파트.청소년문화의집,R,N,1450
1991,M,2022-06-16 07:50:00,SUB,1호선,중동,R,N,1250
1990,F,2022-06-16 08:12:00,BUS,5,역곡자치회관입구,A,N,0
1994,M,2022-06-16 08:33:00,BUS,70,덕유마을.설악마을,R,N,1450
1994,M,2022-06-16 08:35:00,BUS,70,은하쌍용아파트,A,N,0
1994,M,2022-06-16 08:39:00,SUB,미확인노선,부천시청,R,Y,0
1975,M,2022-06-16 08:52:00,BUS,16,진달래마을써미트빌,A,N,0
1975,M,2022-06-16 08:56:00,SUB,미확인노선,상동,R,Y,0
1990,F,2022-06-16 17:38:00,BUS,52,역곡자치회관입구,R,N,1450
1990,F,2022-06-16 17:56:00,BUS,52,부천보건소.건영아파트,A,N,0
1994,M,2022-06-16 20:40:00,SUB,미확인노선,부천시청,A,N,100
1990,F,2022-06-16 20:41:00,BUS,70-2,부천북초등학교.원미동우체국,R,N,1450
1990,F,2022-06-16 20:45:00,BUS,70-2,부천역북부,A,N,0
1975,M,2022-06-16 21:04:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-06-16 21:46:00,BUS,83,상동역7번출구.세이브존,R,Y,200
1967,M,2022-06-16 21:48:00,SUB,1호선,중동,A,N,200
1975,M,2022-06-16 21:50:00,BUS,83,라일락마을경남아파트,A,Y,0
1990,F,2022-06-16 22:12:00,BUS,5,부천역북부,R,N,1450
1990,F,2022-06-16 22:42:00,BUS,5,상우아파트.청소년문화의집,A,N,0
1993,F,2022-06-16 22:44:00,SUB,1호선,부천,A,N,300
1993,F,2022-06-16 22:48:00,BUS,88,부천자유시장.대산동행정복지센터,R,Y,200
1993,F,2022-06-16 22:49:00,BUS,88,부천자유시장.대산동행정복지센터,A,Y,0
1991,M,2022-06-17 00:31:00,SUB,미확인노선,신중동,A,N,300
1977,M,2022-06-17 06:08:00,BUS,5-4,그린타운상가.무지개마을,R,N,1250
1977,M,2022-06-17 06:16:00,BUS,5-4,부천역북부,A,N,0
1977,M,2022-06-17 06:19:00,SUB,1호선,부천,R,Y,0
1967,M,2022-06-17 07:22:00,SUB,1호선,중동,R,N,1250
1991,M,2022-06-17 07:44:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-17 08:01:00,BUS,83,라일락마을경남아파트,R,N,1450
1975,M,2022-06-17 08:06:00,BUS,83,상동역6번출구.세이브존,A,N,0
1975,M,2022-06-17 08:08:00,SUB,미확인노선,상동,R,Y,0
1990,F,2022-06-17 08:10:00,BUS,5,남정빌라,R,N,1450
1990,F,2022-06-17 08:33:00,BUS,5,역곡역북부,A,N,0
1994,M,2022-06-17 08:33:00,BUS,80,덕유마을.설악마을,R,N,1250
1994,M,2022-06-17 08:36:00,BUS,80,은하쌍용아파트,A,N,0
1994,M,2022-06-17 08:40:00,SUB,미확인노선,부천시청,R,Y,0
1993,F,2022-06-17 09:15:00,BUS,53,심곡동양파라곤,R,N,1450
1993,F,2022-06-17 09:17:00,BUS,53,부천역남부광장,A,N,0
1993,F,2022-06-17 09:21:00,SUB,1호선,부천,R,Y,0
1990,M,2022-06-17 12:19:00,BUS,6,부천시청역1번출구,R,N,1450
1990,F,2022-06-17 12:30:00,BUS,88,역곡역.역곡남부시장,R,N,1450
1990,F,2022-06-17 12:37:00,BUS,88,부천역전우체국,A,N,0
1990,M,2022-06-17 12:47:00,BUS,6,전진아파트,A,N,0
1991,F,2022-06-17 14:06:00,BUS,12,춘의역6번출구,R,N,1450
1991,F,2022-06-17 14:40:00,BUS,013-2,소명사거리,R,Y,0
1991,F,2022-06-17 14:59:00,BUS,013-2,중앙그린빌아파트,A,Y,0
1990,M,2022-06-17 15:55:00,BUS,12-1,부천역남부광장,R,N,1450
1990,M,2022-06-17 16:27:00,BUS,12-1,은하마을.덕유마을,A,N,0
1991,M,2022-06-17 17:00:00,SUB,1호선,중동,A,N,300
1975,M,2022-06-17 18:23:00,SUB,미확인노선,상동,A,N,100
1975,M,2022-06-17 18:47:00,BUS,83,상동역7번출구.세이브존,R,Y,200
1975,M,2022-06-17 18:52:00,BUS,83,라일락마을하이타운로즈빌,A,Y,0
1967,M,2022-06-17 21:56:00,SUB,1호선,중동,A,N,200
1990,F,2022-06-17 22:49:00,BUS,5,소명사거리,R,N,1450
1977,M,2022-06-17 22:57:00,SUB,1호선,중동,A,N,0
1990,F,2022-06-17 23:20:00,BUS,5,상우아파트.청소년문화의집,A,N,0
1994,M,2022-06-18 00:15:00,SUB,미확인노선,부천시청,A,N,200
1967,M,2022-06-18 07:25:00,SUB,1호선,중동,R,N,1250
1990,F,2022-06-18 14:41:00,BUS,606,고강사거리,R,N,1200
1991,M,2022-06-18 16:07:00,SUB,1호선,중동,R,N,1250
1967,M,2022-06-18 21:55:00,SUB,1호선,중동,A,N,200
1990,F,2022-06-18 22:13:00,SUB,1호선,역곡,A,N,0
1990,F,2022-06-18 23:05:00,BUS,5,역곡역북부,R,Y,200
1991,M,2022-06-18 23:15:00,SUB,1호선,중동,A,N,200
1990,F,2022-06-18 23:27:00,BUS,5,상우아파트.청소년문화의집,A,Y,100
1990,F,2022-06-19 10:36:00,BUS,23,신중동역4번출구.롯데백화점,R,N,1450
1990,F,2022-06-19 14:44:00,BUS,61,신중동역3번출구.롯데백화점,R,N,1650
1990,F,2022-06-19 14:54:00,BUS,61,부천역남부광장,A,N,0
1990,F,2022-06-19 22:29:00,BUS,5,소명사거리,R,N,1450
1990,F,2022-06-19 22:57:00,BUS,5,상우아파트.청소년문화의집,A,N,0
1977,M,2022-06-20 06:07:00,SUB,1호선,중동,R,N,1000
1967,M,2022-06-20 07:19:00,SUB,1호선,중동,R,N,1250
1991,M,2022-06-20 07:42:00,SUB,1호선,중동,R,N,1250
1994,M,2022-06-20 08:15:00,SUB,미확인노선,부천시청,R,Y,0
1975,M,2022-06-20 09:05:00,SUB,미확인노선,상동,R,Y,0
1977,M,2022-06-20 19:45:00,SUB,1호선,중동,A,N,100
1975,M,2022-06-20 21:16:00,SUB,미확인노선,상동,A,N,100
1967,M,2022-06-20 21:56:00,SUB,1호선,중동,A,N,200
1977,M,2022-06-21 06:07:00,BUS,5,중동시장앞.넘말,R,N,1250
1977,M,2022-06-21 06:16:00,BUS,5,부천역북부,A,N,0
1977,M,2022-06-21 06:20:00,SUB,1호선,부천,R,Y,0
1967,M,2022-06-21 07:22:00,SUB,1호선,중동,R,N,1250
1991,M,2022-06-21 07:43:00,SUB,1호선,중동,R,N,1250
1975,M,2022-06-21 08:03:00,BUS,16,진달래대우.라일락신성아파트,A,N,0
1975,M,2022-06-21 08:07:00,SUB,미확인노선,상동,R,Y,0
1991,M,2022-06-21 16:16:00,SUB,1호선,중동,A,N,400
1991,M,2022-06-21 16:25:00,BUS,013-4,팰리스카운티.부천중학교,A,Y,0
