birth_year,gender,used_time,transportation_type,transportation_num,station_name,getonoff_code,transfer_result,amt
1967,M,2022-02-28 21:49:00,SUB,1호선,중동,A,N,200
2004,M,2022-02-28 23:02:00,BUS,5,부천역북부.농협,R,N,1010
2004,M,2022-02-28 23:21:00,BUS,5,덕유마을3단지,A,N,0
1991,F,2022-03-01 06:07:00,BUS,50,춘의역6번출구,A,N,0
1967,M,2022-03-01 07:26:00,SUB,1호선,중동,R,N,1250
1976,F,2022-03-01 09:13:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-01 09:22:00,BUS,3,축협원미지점,A,N,0
1991,F,2022-03-01 10:51:00,SUB,미확인노선,춘의,R,N,1250
1967,M,2022-03-01 21:47:00,SUB,1호선,송내,A,N,300
1980,M,2022-03-02 06:33:00,BUS,70,트레지움1단지.다니엘병원,R,N,1450
1967,M,2022-03-02 07:21:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-02 08:19:00,SUB,미확인노선,부천시청,R,N,1250
1990,F,2022-03-02 12:56:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-02 13:06:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-02 13:11:00,SUB,미확인노선,신중동,R,Y,0
1976,F,2022-03-02 13:13:00,SUB,미확인노선,상동,R,N,1250
1976,F,2022-03-02 13:20:00,SUB,미확인노선,신중동,A,N,0
1976,F,2022-03-02 15:07:00,BUS,3,중동행정복지센터.시민회관,R,N,1450
1976,F,2022-03-02 15:22:00,BUS,3,축협원미지점,A,N,0
1990,F,2022-03-02 18:14:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-02 18:17:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-02 18:23:00,BUS,52,원미고등학교,A,Y,0
1976,F,2022-03-02 18:38:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-02 18:59:00,BUS,3,시민운동장.시민회관,A,N,0
1986,M,2022-03-02 19:40:00,SUB,미확인노선,상동,A,N,300
1967,M,2022-03-02 21:52:00,SUB,1호선,중동,A,N,200
1980,M,2022-03-02 23:34:00,BUS,70,신흥시장,A,Y,200
1976,F,2022-03-03 07:04:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-03 07:11:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-03 07:22:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-03 08:26:00,SUB,미확인노선,상동,R,N,1250
1990,M,2022-03-03 08:37:00,BUS,5-3,은하마을.덕유마을,R,N,1450
1990,M,2022-03-03 08:55:00,BUS,5-3,부천보건소.건영아파트,A,N,0
1990,M,2022-03-03 09:06:00,BUS,5-3,부천보건소.건영아파트,R,N,1450
1990,M,2022-03-03 09:19:00,BUS,5-3,중흥고교,A,N,0
1976,F,2022-03-03 11:29:00,BUS,8,부천북초등학교.원미동우체국,R,N,1450
1976,F,2022-03-03 11:36:00,BUS,8,시민운동장.시민회관,A,N,0
1990,F,2022-03-03 13:01:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-03 13:06:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-03 13:10:00,SUB,미확인노선,신중동,R,Y,0
1990,F,2022-03-03 19:11:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-03 19:27:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-03 19:34:00,BUS,52,대성병원.심곡천사거리,A,Y,0
1986,M,2022-03-03 21:31:00,SUB,미확인노선,상동,A,N,300
1967,M,2022-03-03 21:47:00,SUB,1호선,중동,A,N,200
1967,M,2022-03-04 07:22:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-04 08:44:00,SUB,미확인노선,상동,R,N,1250
1990,F,2022-03-04 13:01:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-04 13:09:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-04 13:13:00,SUB,미확인노선,신중동,R,Y,0
1990,F,2022-03-04 19:23:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-04 19:29:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-04 19:39:00,BUS,52,대성병원.심곡천사거리,A,Y,0
1967,M,2022-03-04 21:53:00,SUB,1호선,중동,A,N,200
1967,M,2022-03-05 07:27:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-05 09:19:00,SUB,미확인노선,상동,A,N,300
1991,F,2022-03-05 14:24:00,SUB,미확인노선,춘의,R,N,1250
1991,F,2022-03-05 14:32:00,SUB,미확인노선,까치울,A,N,0
1991,F,2022-03-05 14:39:00,BUS,017,까치울역5번출구.까치울전원마을3.4단지,R,Y,50
1991,F,2022-03-05 14:50:00,BUS,017,롯데아파트,A,Y,0
1980,F,2022-03-05 17:14:00,BUS,58,덕산중고교.덕산초교,R,N,1450
1980,F,2022-03-05 17:18:00,BUS,58,원일초등학교.동문아파트,A,N,0
1967,M,2022-03-05 21:45:00,SUB,1호선,중동,A,N,200
2004,M,2022-03-06 14:25:00,SUB,미확인노선,부천시청,R,N,720
1991,F,2022-03-06 14:38:00,SUB,미확인노선,신중동,R,N,1250
2004,M,2022-03-06 22:12:00,SUB,미확인노선,부천시청,A,Y,80
1986,M,2022-03-07 07:51:00,SUB,미확인노선,상동,R,N,1250
1976,F,2022-03-07 18:41:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-07 18:52:00,BUS,3,부천역.국민은행,A,N,0
1986,M,2022-03-07 21:58:00,SUB,미확인노선,상동,A,N,300
1976,F,2022-03-08 07:12:00,BUS,3,중동행정복지센터.시민회관,R,N,1450
1976,F,2022-03-08 07:24:00,BUS,3,축협원미지점,A,N,0
1986,M,2022-03-08 09:04:00,SUB,미확인노선,상동,R,N,1250
1990,F,2022-03-08 12:59:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-08 13:09:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-08 13:13:00,SUB,미확인노선,신중동,R,Y,0
1990,F,2022-03-08 18:28:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-08 18:31:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-08 18:39:00,BUS,52,대성병원.심곡천사거리,A,Y,0
1967,M,2022-03-09 07:26:00,SUB,1호선,중동,R,N,1250
1976,F,2022-03-09 09:08:00,BUS,3,중동행정복지센터.시민회관,R,N,1450
1976,F,2022-03-09 09:22:00,BUS,3,축협원미지점,A,N,0
1986,M,2022-03-09 11:03:00,SUB,1호선,송내,A,N,400
1986,M,2022-03-09 11:16:00,BUS,66,송내역B,R,Y,200
1986,M,2022-03-09 11:32:00,BUS,66,상동역2번출구.홈플러스상동점,A,Y,100
1976,F,2022-03-09 18:37:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-09 18:49:00,BUS,3,KT부천지사,A,N,0
1986,M,2022-03-09 19:27:00,BUS,27,부천터미널소풍,R,N,1450
1986,M,2022-03-09 19:41:00,BUS,27,송내역B,A,N,0
1986,M,2022-03-09 19:42:00,SUB,1호선,송내,R,Y,0
1986,M,2022-03-09 19:58:00,SUB,1호선,역곡,A,Y,0
1986,M,2022-03-09 20:02:00,BUS,19,역곡역.역곡남부시장,R,Y,0
1986,M,2022-03-09 20:13:00,BUS,19,옥길단독2블럭,A,Y,100
1986,M,2022-03-09 20:27:00,BUS,021,옥길단독2블럭.상업지역,R,Y,0
1986,M,2022-03-09 20:41:00,BUS,021,역곡역.역곡남부시장,A,Y,0
1986,M,2022-03-09 20:46:00,SUB,1호선,역곡,R,Y,0
1986,M,2022-03-09 20:54:00,SUB,1호선,송내,A,Y,100
1986,M,2022-03-09 21:01:00,BUS,27,송내역B,R,N,1450
1986,M,2022-03-09 21:13:00,BUS,27,상동역2번출구.홈플러스상동점,A,N,0
1986,M,2022-03-09 21:28:00,BUS,5-3,상동역7번출구.세이브존,R,Y,0
1986,M,2022-03-09 21:36:00,BUS,5-3,금강마을상가.한라마을,A,Y,0
1967,M,2022-03-09 21:44:00,SUB,1호선,중동,A,N,200
1976,F,2022-03-10 07:04:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-10 07:10:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-10 07:22:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-10 09:01:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-10 10:33:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-10 10:47:00,BUS,3,시민운동장.시민회관,A,N,0
1990,F,2022-03-10 13:06:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-10 13:12:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-10 13:16:00,SUB,미확인노선,신중동,R,Y,0
1990,F,2022-03-10 19:09:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-10 19:13:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-10 19:24:00,BUS,52,부천시민학습원,A,Y,0
1986,M,2022-03-10 20:53:00,SUB,미확인노선,상동,A,N,400
1967,M,2022-03-10 21:47:00,SUB,1호선,중동,A,N,200
1967,M,2022-03-11 07:22:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-11 08:50:00,SUB,미확인노선,상동,R,N,1250
1986,M,2022-03-11 21:11:00,SUB,미확인노선,신중동,A,N,300
1986,M,2022-03-11 21:18:00,BUS,5-3,신중동역2번출구.원미경찰서.롯데백화점,R,Y,200
1986,M,2022-03-11 21:37:00,BUS,5-3,금강마을상가.한라마을,A,Y,100
1967,M,2022-03-11 21:47:00,SUB,1호선,중동,A,N,200
1967,M,2022-03-12 07:26:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-12 10:10:00,BUS,1300,부천시청역3번출구.경기예고.현대백화점,R,N,2650
1991,F,2022-03-12 15:27:00,SUB,미확인노선,춘의,R,N,1250
1967,M,2022-03-12 21:36:00,SUB,1호선,중동,A,N,200
1986,M,2022-03-13 00:51:00,BUS,1302,신중동역4번출구.롯데백화점,A,Y,0
1991,F,2022-03-13 10:43:00,SUB,미확인노선,춘의,A,N,200
2004,M,2022-03-13 11:13:00,SUB,미확인노선,부천시청,R,N,720
1967,M,2022-03-13 11:57:00,SUB,1호선,중동,R,N,1250
1967,M,2022-03-13 16:44:00,SUB,1호선,송내,A,N,100
2004,M,2022-03-13 18:19:00,SUB,미확인노선,부천시청,A,N,0
1976,F,2022-03-14 06:55:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-14 07:04:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-14 07:22:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-14 08:58:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-14 10:13:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-14 10:29:00,BUS,3,시민운동장.시민회관,A,N,0
1976,F,2022-03-14 16:58:00,BUS,3,영스포렉스,R,N,1450
1976,F,2022-03-14 17:21:00,BUS,3,축협원미지점,A,N,0
1986,M,2022-03-14 21:28:00,BUS,1601,부천시청역4번출구.현대백화점.경기예고,A,N,0
1967,M,2022-03-14 21:46:00,SUB,1호선,중동,A,N,200
1980,M,2022-03-15 06:41:00,BUS,70,트레지움1단지.다니엘병원,R,N,1450
1976,F,2022-03-15 06:43:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-15 06:53:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-15 07:22:00,SUB,1호선,중동,R,N,1250
1990,M,2022-03-15 07:42:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1986,M,2022-03-15 08:06:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-15 11:33:00,BUS,3,풍림아파트.부천다문화지원센터,R,N,1450
1976,F,2022-03-15 11:44:00,BUS,3,시민운동장.시민회관,A,N,0
1976,F,2022-03-15 14:14:00,BUS,606,시민운동장,R,N,1200
1976,F,2022-03-15 14:16:00,BUS,606,부천대학입구.KT부천지사,A,N,0
1990,M,2022-03-15 19:09:00,BUS,1001,반달마을.법원.검찰청,A,N,0
1967,M,2022-03-15 21:53:00,SUB,1호선,중동,A,N,200
1986,M,2022-03-15 23:42:00,SUB,미확인노선,부천시청,A,N,300
1980,M,2022-03-16 06:33:00,BUS,70,트레지움1단지.다니엘병원,R,N,1450
1976,F,2022-03-16 06:59:00,BUS,3,중동행정복지센터.시민회관,R,N,1450
1976,F,2022-03-16 07:12:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-16 07:22:00,SUB,1호선,중동,R,N,1250
1990,M,2022-03-16 07:42:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1986,M,2022-03-16 08:51:00,SUB,미확인노선,상동,R,N,1250
1990,M,2022-03-16 19:18:00,BUS,1001,반달마을.법원.검찰청,A,N,0
1967,M,2022-03-16 21:47:00,SUB,1호선,중동,A,N,200
1986,M,2022-03-16 22:37:00,BUS,1601,상동역8번출구세이브존,A,N,0
1967,M,2022-03-17 07:22:00,SUB,1호선,중동,R,N,1250
1990,M,2022-03-17 07:40:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1986,M,2022-03-17 09:01:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-17 10:24:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-17 10:39:00,BUS,3,KT부천지사,A,N,0
1991,F,2022-03-17 13:32:00,BUS,23-1,춘의역5번출구,R,N,1450
1991,F,2022-03-17 13:36:00,BUS,23-1,신중동역4번출구.롯데백화점,A,N,0
1986,M,2022-03-17 21:45:00,SUB,1호선,부천,A,N,200
1967,M,2022-03-17 21:51:00,SUB,1호선,중동,A,N,200
1986,M,2022-03-17 21:59:00,BUS,5-3,부천역북부(기점),R,Y,200
1986,M,2022-03-17 22:09:00,BUS,5-3,신중동역2번출구.원미경찰서.롯데백화점,A,Y,0
1990,M,2022-03-17 22:34:00,BUS,1001,송내역.로데오거리,A,N,0
1991,F,2022-03-17 23:50:00,BUS,673,내촌사거리,A,N,0
1976,F,2022-03-18 06:46:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-18 06:58:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-18 07:22:00,SUB,1호선,중동,R,N,1250
1990,M,2022-03-18 07:25:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1986,M,2022-03-18 09:02:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-18 10:47:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-18 10:58:00,BUS,3,시민운동장.시민회관,A,N,0
1986,M,2022-03-18 19:45:00,SUB,1호선,송내,A,N,200
1986,M,2022-03-18 19:54:00,BUS,16,송내역B,R,Y,200
1986,M,2022-03-18 20:10:00,BUS,16,상동역2번출구.홈플러스상동점,A,Y,100
1967,M,2022-03-18 21:46:00,SUB,1호선,중동,A,N,200
1990,M,2022-03-18 22:16:00,BUS,1001,송내역.로데오거리,A,N,0
1976,F,2022-03-19 05:19:00,BUS,3,부천대입구,R,N,1250
1976,F,2022-03-19 05:27:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-19 07:27:00,SUB,1호선,중동,R,N,1250
2004,M,2022-03-19 20:05:00,SUB,미확인노선,부천시청,A,N,0
1967,M,2022-03-19 21:43:00,SUB,1호선,중동,A,N,200
1967,M,2022-03-20 11:25:00,SUB,1호선,중동,R,N,1250
1967,M,2022-03-20 16:34:00,SUB,1호선,중동,A,N,500
1986,M,2022-03-20 17:14:00,BUS,66,상동역3번출구.홈플러스상동점,R,N,1450
1986,M,2022-03-20 17:27:00,BUS,66,송내역B,A,N,0
1986,M,2022-03-20 17:28:00,SUB,1호선,송내,R,Y,0
1980,M,2022-03-21 06:31:00,BUS,70,트레지움1단지.다니엘병원,R,N,1250
1967,M,2022-03-21 07:22:00,SUB,1호선,중동,R,N,1250
1990,M,2022-03-21 07:24:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1976,F,2022-03-21 15:48:00,BUS,3,KT부천지사,R,N,1450
1976,F,2022-03-21 15:59:00,BUS,3,풍림아파트.부천다문화지원센터,A,N,0
1976,F,2022-03-21 18:45:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-21 18:57:00,BUS,3,KT부천지사,A,N,0
1990,M,2022-03-21 19:19:00,BUS,1001,송내역.로데오거리,A,N,0
1986,M,2022-03-21 20:03:00,SUB,미확인노선,부천시청,A,N,200
1986,M,2022-03-21 20:10:00,BUS,66,부천시청역5번출구,R,Y,200
1986,M,2022-03-21 20:17:00,BUS,66,상동역3번출구.홈플러스상동점,A,Y,100
1980,M,2022-03-21 20:59:00,BUS,70,트레지움1단지.다니엘병원,A,Y,200
1967,M,2022-03-21 21:53:00,SUB,1호선,중동,A,N,200
1976,F,2022-03-22 06:46:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-22 06:55:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-22 07:21:00,SUB,1호선,중동,R,N,1250
1990,M,2022-03-22 07:25:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1986,M,2022-03-22 08:58:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-22 11:56:00,BUS,3,풍림아파트.부천다문화지원센터,R,N,1450
1976,F,2022-03-22 12:05:00,BUS,3,시민운동장.시민회관,A,N,0
1990,F,2022-03-22 13:01:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-22 13:08:00,BUS,52,위브더스테이트5단지,A,N,0
1990,F,2022-03-22 13:12:00,SUB,미확인노선,신중동,R,Y,0
1976,F,2022-03-22 15:05:00,SUB,미확인노선,신중동,A,N,0
1990,M,2022-03-22 19:03:00,BUS,1001,상동역1번출구.부천터미널소풍.홈플러스,A,N,0
1990,M,2022-03-22 19:20:00,BUS,87,상동역8번출구세이브존,R,Y,0
1990,F,2022-03-22 19:29:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-22 19:31:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-22 19:39:00,BUS,52,부천시민학습원,A,Y,0
1991,F,2022-03-22 20:27:00,BUS,50,춘의역7번출구,R,N,1450
1991,F,2022-03-22 20:30:00,BUS,50,도당사거리.도당중학교,A,N,0
1986,M,2022-03-22 21:03:00,SUB,미확인노선,부천시청,A,N,300
1967,M,2022-03-22 21:56:00,SUB,1호선,중동,A,N,200
1980,M,2022-03-23 06:47:00,BUS,60-1,신흥시장,R,N,1450
1967,M,2022-03-23 07:21:00,SUB,1호선,중동,R,N,1250
1990,M,2022-03-23 07:42:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1986,M,2022-03-23 08:36:00,SUB,미확인노선,부천시청,R,N,1250
1990,F,2022-03-23 13:01:00,BUS,52,대성병원.심곡천사거리,R,N,1450
1990,F,2022-03-23 13:09:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-23 13:13:00,SUB,미확인노선,신중동,R,Y,0
1990,F,2022-03-23 19:05:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-23 19:12:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-23 19:21:00,BUS,52,부천시민학습원,A,Y,0
1990,M,2022-03-23 21:18:00,BUS,1001,송내역.로데오거리,A,N,0
1967,M,2022-03-23 21:55:00,SUB,1호선,중동,A,N,200
1980,M,2022-03-23 23:11:00,BUS,60-1,종로약국,A,Y,200
1976,F,2022-03-24 07:07:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-24 07:18:00,BUS,3,축협원미지점,A,N,0
1967,M,2022-03-24 07:21:00,SUB,1호선,중동,R,N,1250
1990,M,2022-03-24 07:24:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1986,M,2022-03-24 09:01:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-24 11:56:00,BUS,3,풍림아파트.부천다문화지원센터,R,N,1450
1976,F,2022-03-24 12:04:00,BUS,3,KT부천지사,A,N,0
1990,F,2022-03-24 13:01:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-24 13:09:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-24 13:14:00,SUB,미확인노선,신중동,R,Y,0
1990,F,2022-03-24 19:11:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-24 19:14:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-24 19:24:00,BUS,52,부천시민학습원,A,Y,0
1990,M,2022-03-24 19:33:00,BUS,1001,송내역.로데오거리,A,N,0
1986,M,2022-03-24 21:27:00,SUB,미확인노선,부천시청,A,N,400
1967,M,2022-03-24 21:50:00,SUB,1호선,중동,A,N,200
1980,M,2022-03-25 06:45:00,BUS,60-1,신흥시장,R,N,1450
1990,M,2022-03-25 07:21:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1967,M,2022-03-25 07:22:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-25 08:56:00,SUB,미확인노선,부천시청,R,N,1250
1990,F,2022-03-25 13:06:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-25 13:14:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-25 13:17:00,SUB,미확인노선,신중동,R,Y,0
1990,M,2022-03-25 18:26:00,BUS,12-1,은하마을.덕유마을,R,N,1450
1990,F,2022-03-25 18:28:00,SUB,미확인노선,신중동,A,N,0
1990,M,2022-03-25 18:30:00,BUS,12-1,포도마을사거리.현대백화점.이마트,A,N,0
1990,F,2022-03-25 18:35:00,BUS,52,신중동역3번출구.원미경찰서.롯데백화점,R,Y,200
1990,F,2022-03-25 18:44:00,BUS,52,대성병원.심곡천사거리,A,Y,0
1980,M,2022-03-25 20:23:00,BUS,70,약대주민지원센터.약대초등학교,A,Y,200
1986,M,2022-03-25 20:36:00,SUB,미확인노선,신중동,A,N,200
1967,M,2022-03-25 21:56:00,SUB,1호선,중동,A,N,200
1990,M,2022-03-25 22:19:00,BUS,1001,반달마을.법원.검찰청,A,N,0
1967,M,2022-03-26 07:27:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-26 14:38:00,BUS,1302,부천시청역3번출구.경기예고.현대백화점,R,N,2650
1967,M,2022-03-26 21:52:00,SUB,1호선,부천,A,N,200
1967,M,2022-03-26 21:59:00,SUB,1호선,부천,R,N,1250
1967,M,2022-03-26 22:03:00,SUB,1호선,중동,A,N,0
1986,M,2022-03-27 00:05:00,BUS,1601,신중동역4번출구.롯데백화점,A,N,0
1991,F,2022-03-27 09:57:00,BUS,661,도당사거리.북중학교,R,N,1200
1991,F,2022-03-27 10:20:00,SUB,미확인노선,춘의,R,Y,50
2004,M,2022-03-27 11:19:00,SUB,미확인노선,부천시청,R,N,720
1986,M,2022-03-27 16:34:00,BUS,27,부천터미널소풍,R,N,1450
1986,M,2022-03-27 16:49:00,BUS,27,송내역B,A,N,0
1986,M,2022-03-27 16:50:00,SUB,1호선,송내,R,Y,0
1986,M,2022-03-27 17:04:00,SUB,1호선,역곡,A,Y,0
2004,M,2022-03-27 18:35:00,BUS,23-2,상동역1번출구.부천터미널소풍.홈플러스,R,Y,140
2004,M,2022-03-27 18:35:00,BUS,24,상동역1번출구.부천터미널소풍.홈플러스,A,N,0
2004,M,2022-03-27 18:38:00,BUS,23-2,계룡리슈빌,A,Y,0
1986,M,2022-03-27 19:49:00,BUS,19,역곡역.역곡남부시장,R,N,1450
1986,M,2022-03-27 20:00:00,BUS,19,LH옥길8단지,A,N,0
1986,M,2022-03-27 20:34:00,SUB,1호선,역곡,R,N,1250
1986,M,2022-03-27 20:57:00,SUB,1호선,송내,A,N,0
1991,F,2022-03-27 22:13:00,BUS,70-3,내촌사거리,A,Y,200
1984,M,2022-03-27 23:13:00,BUS,017-1,원종사거리,R,N,1300
1984,M,2022-03-27 23:18:00,BUS,017-1,여월휴먼시아3단지,A,N,0
1980,M,2022-03-28 06:31:00,BUS,70,트레지움1단지.다니엘병원,R,N,1250
1991,F,2022-03-28 07:05:00,BUS,12,도당사거리.도당중학교,R,N,1450
1991,F,2022-03-28 07:09:00,BUS,12,춘의역6번출구,A,N,0
1967,M,2022-03-28 07:22:00,SUB,1호선,중동,R,N,1250
1986,M,2022-03-28 09:01:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-28 09:49:00,BUS,3,부천대입구,R,N,1450
1976,F,2022-03-28 10:00:00,BUS,3,축협원미지점,A,N,0
1991,F,2022-03-28 11:42:00,SUB,미확인노선,춘의,R,N,1250
1967,M,2022-03-28 13:36:00,SUB,1호선,중동,A,N,200
1991,F,2022-03-28 15:44:00,SUB,미확인노선,춘의,A,N,100
1980,M,2022-03-28 20:12:00,BUS,60-1,삼정초등학교,A,Y,200
1976,F,2022-03-28 21:16:00,BUS,3,축협원미지점,R,N,1450
1976,F,2022-03-28 21:27:00,BUS,3,시민운동장.시민회관,A,N,0
1986,M,2022-03-28 21:35:00,SUB,1호선,송내,A,N,200
1986,M,2022-03-28 21:36:00,BUS,27,송내역B,R,Y,200
1986,M,2022-03-28 21:47:00,BUS,27,상동역2번출구.홈플러스상동점,A,Y,100
1980,M,2022-03-29 06:44:00,BUS,60-1,신흥시장,R,N,1450
1986,M,2022-03-29 09:04:00,SUB,미확인노선,부천시청,R,N,1250
1990,F,2022-03-29 12:55:00,BUS,52,부천시민학습원,R,N,1450
1990,F,2022-03-29 13:02:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-29 13:05:00,SUB,미확인노선,신중동,R,Y,0
1976,F,2022-03-29 14:45:00,BUS,3,부천상상거리,R,N,1450
1976,F,2022-03-29 14:55:00,BUS,3,축협원미지점,A,N,0
1980,F,2022-03-29 17:23:00,BUS,71,오정동경인OBS방송국,A,N,0
1980,F,2022-03-29 18:13:00,BUS,673,오정동경인OBS방송국,R,N,1200
1980,F,2022-03-29 18:36:00,BUS,673,그린타운상가.무지개마을,A,N,0
1990,F,2022-03-29 19:28:00,SUB,미확인노선,신중동,A,N,0
1990,F,2022-03-29 19:39:00,BUS,52,부천시민학습원,R,Y,200
1980,M,2022-03-29 20:36:00,BUS,60-1,삼정종합사회복지관,A,Y,200
1986,M,2022-03-29 21:00:00,BUS,3,부천종합운동장역4번출구,A,Y,100
1986,M,2022-03-29 21:09:00,SUB,미확인노선,부천종합운동장,R,Y,0
1986,M,2022-03-29 21:26:00,SUB,미확인노선,부천시청,A,Y,100
1990,M,2022-03-30 07:42:00,BUS,1001,법원.검찰청.복사골문화센터.반달마을,R,N,2800
1986,M,2022-03-30 08:58:00,SUB,미확인노선,부천시청,R,N,1250
1976,F,2022-03-30 10:27:00,BUS,606,춘의테크노파크단지앞,R,N,1200
1976,F,2022-03-30 10:38:00,BUS,606,부천전화국,A,N,0
1990,F,2022-03-30 12:58:00,BUS,52,부천시민학습원,R,N,2700
1990,F,2022-03-30 13:08:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,A,N,0
1990,F,2022-03-30 13:12:00,SUB,미확인노선,신중동,R,Y,0
1976,F,2022-03-30 14:26:00,BUS,3,중동행정복지센터.시민회관,R,N,1450
1976,F,2022-03-30 14:39:00,BUS,3,축협원미지점,A,N,0
